symbol,start_date,end_date
JKTYRE,2024-09-30,2099-12-31
JMFINANCIL,2010-01-01,2099-12-31
JPASSOCIAT,2010-01-01,2022-10-09
JPPOWER,2010-01-01,2022-10-09
JPPOWER,2024-09-30,2099-12-31
JSL,2010-01-01,2099-12-31
JSLHISAR,2010-01-01,2022-10-09
JSWCEMENT,2026-01-07,2099-12-31
JSWDULUX,2026-05-02,2099-12-31
JSWENERGY,2010-01-01,2099-12-31
JSWHL,2025-08-15,2025-09-30
JSWINFRA,2024-03-28,2099-12-31
JSWSTEEL,2010-01-01,2099-12-31
JUBILANT,2010-01-01,2022-10-09
JUBLFOOD,2010-01-01,2099-12-31
JUBLINGREA,2021-09-30,2099-12-31
JUBLPHARMA,2021-09-30,2099-12-31
JUSTDIAL,2010-01-01,2025-09-30
JWL,2024-03-28,2099-12-31
JYOTHYLAB,2010-01-01,2026-05-02
JYOTICNC,2024-09-30,2099-12-31
KAJARIACER,2010-01-01,2099-12-31
KALPATPOWR,2010-01-01,2024-02-07
KALYANKJIL,2021-09-30,2099-12-31
KANSAINER,2010-01-01,2025-09-30
KARURVYSYA,2010-01-01,2099-12-31
KAYNES,2024-02-07,2099-12-31
KEC,2010-01-01,2099-12-31
KEI,2022-10-09,2099-12-31
KENNAMET,2023-03-31,2099-12-31
KFINTECH,2023-03-31,2099-12-31
KIMS,2022-03-31,2099-12-31
KIOCL,2010-01-01,2022-10-09
KIRLOSBROS,2024-09-30,2099-12-31
KIRLOSENG,2024-09-30,2099-12-31
KNRCON,2010-01-01,2025-09-30
KOLTEPATIL,2010-01-01,2021-03-31
KOTAKBANK,2010-01-01,2099-12-31
KPIL,2024-02-07,2099-12-31
KPITTECH,2021-03-31,2099-12-31
KPRMILL,2010-01-01,2099-12-31
KRBL,2010-01-01,2024-09-30
KSB,2023-03-31,2099-12-31
KSCL,2010-01-01,2022-03-31
KTKBANK,2010-01-01,2021-03-31
L&TFH,2010-01-01,2025-06-16
LAKSHVILAS,2010-01-01,2022-10-09
LALPATHLAB,2010-01-01,2099-12-31
LATENTVIEW,2022-03-31,2099-12-31
LAURUSLABS,2010-01-01,2099-12-31
LAXMIMACH,2010-01-01,2024-03-28
LEMONTREE,2010-01-01,2022-03-31
LEMONTREE,2024-02-07,2099-12-31
LENSKART,2026-05-02,2099-12-31
LGEINDIA,2026-05-02,2099-12-31
LICHSGFIN,2010-01-01,2099-12-31
LICI,2022-10-09,2099-12-31
LINDEINDIA,2010-01-01,2099-12-31
LLOYDSME,2024-03-28,2099-12-31
LODHA,2021-09-30,2099-12-31
LT,2010-01-01,2099-12-31
LTF,2025-06-16,2099-12-31
LTFOODS,2025-06-16,2099-12-31
LTI,2010-01-01,2024-02-07
LTIM,2024-02-07,2026-05-02
LTM,2026-05-02,2099-12-31
LTTS,2010-01-01,2099-12-31
LUPIN,2010-01-01,2099-12-31
LUXIND,2010-01-01,2024-03-28
LXCHEM,2021-09-30,2025-06-16
M&M,2010-01-01,2099-12-31
M&MFIN,2010-01-01,2099-12-31
MAGMA,2010-01-01,2022-10-09
MAHABANK,2022-10-09,2099-12-31
MAHINDCIE,2010-01-01,2024-02-07
MAHLIFE,2022-10-09,2025-06-16
MAHLOG,2010-01-01,2024-02-07
MAHSCOOTER,2025-09-30,2099-12-31
MAHSEAMLES,2024-03-28,2099-12-31
MANAPPURAM,2010-01-01,2099-12-31
MANKIND,2024-02-07,2099-12-31
MANPASAND,2010-01-01,2022-10-09
MANYAVAR,2022-10-09,2026-05-02
MAPMYINDIA,2022-03-31,2099-12-31
MARICO,2010-01-01,2099-12-31
MARUTI,2010-01-01,2099-12-31
MASFIN,2010-01-01,2021-09-30
MASTEK,2021-09-30,2026-01-07
MAXHEALTH,2021-03-31,2099-12-31
MAXINDIA,2010-01-01,2022-10-09
MAZDOCK,2021-03-31,2099-12-31
MCDOWELL-N,2010-01-01,2025-06-16
MCLEODRUSS,2010-01-01,2022-10-09
MCX,2022-10-09,2099-12-31
MEDANTA,2023-03-31,2099-12-31
MEDPLUS,2022-03-31,2025-06-16
MEESHO,2026-05-02,2099-12-31
MERCK,2010-01-01,2022-10-09
METROBRAND,2022-03-31,2099-12-31
METROPOLIS,2022-10-09,2026-05-02
MFL,2023-03-31,2099-12-31
MFSL,2010-01-01,2099-12-31
MGL,2010-01-01,2099-12-31
MHRIL,2010-01-01,2024-09-30
MINDACORP,2010-01-01,2022-03-31
MINDACORP,2024-02-07,2099-12-31
MINDAIND,2010-01-01,2022-10-09
MINDTREE,2010-01-01,2022-10-09
MMTC,2010-01-01,2025-06-16
MMTC,2025-08-15,2099-12-31
MOIL,2010-01-01,2023-03-31
MONSANTO,2010-01-01,2022-10-09
MOTHERSON,2022-10-09,2099-12-31
MOTHERSUMI,2010-01-01,2022-10-09
MOTILALOFS,2010-01-01,2099-12-31
MPHASIS,2010-01-01,2099-12-31
MRF,2010-01-01,2099-12-31
MRPL,2010-01-01,2099-12-31
MSUMI,2022-10-09,2099-12-31
MTARTECH,2022-10-09,2024-09-30
MUTHOOTFIN,2010-01-01,2099-12-31
NAM-INDIA,2022-10-09,2099-12-31
NATCOPHARM,2010-01-01,2099-12-31
NATIONALUM,2010-01-01,2099-12-31
NAUKRI,2010-01-01,2099-12-31
NAVA,2025-06-16,2099-12-31
NAVINFLUOR,2010-01-01,2099-12-31
NAVKARCORP,2010-01-01,2022-10-09
NAZARA,2021-09-30,2025-06-16
NBCC,2010-01-01,2099-12-31
NBVENTURES,2010-01-01,2022-10-09
NCC,2010-01-01,2099-12-31
NESCO,2010-01-01,2022-10-09
NESTLEIND,2022-10-09,2099-12-31
NETWEB,2024-09-30,2099-12-31
NETWORK18,2010-01-01,2024-02-07
NETWORK18,2025-06-16,2025-09-30
NEULANDLAB,2025-06-16,2099-12-31
NEWGEN,2024-09-30,2099-12-31
NFL,2010-01-01,2022-03-31
NH,2010-01-01,2099-12-31
NHPC,2010-01-01,2099-12-31
NIACL,2010-01-01,2099-12-31
NIITLTD,2022-10-09,2024-02-07
NIITTECH,2010-01-01,2022-10-09
NILKAMAL,2010-01-01,2022-03-31
NIVABUPA,2025-06-16,2099-12-31
NLCINDIA,2010-01-01,2099-12-31
NMDC,2010-01-01,2022-10-09
NMDC,2023-03-31,2099-12-31
NOCIL,2022-10-09,2024-02-07
NSLNISP,2024-02-07,2099-12-31
NTPC,2010-01-01,2099-12-31
NTPCGREEN,2025-06-16,2099-12-31
NUVAMA,2024-03-28,2099-12-31
NUVOCO,2022-03-31,2099-12-31
NYKAA,2022-03-31,2099-12-31
OBEROIRLTY,2010-01-01,2099-12-31
OFSS,2010-01-01,2099-12-31
OIL,2010-01-01,2099-12-31
OLAELEC,2025-06-16,2099-12-31
OLECTRA,2022-10-09,2099-12-31
OMAXE,2010-01-01,2021-03-31
ONESOURCE,2025-09-30,2099-12-31
ONGC,2010-01-01,2099-12-31
ORIENTBANK,2010-01-01,2022-10-09
ORIENTCEM,2010-01-01,2021-03-31
ORIENTELEC,2022-10-09,2024-03-28
PAGEIND,2010-01-01,2099-12-31
PARADEEP,2026-05-02,2099-12-31
PARAGMILK,2010-01-01,2022-10-09
PATANJALI,2024-02-07,2099-12-31
PAYTM,2022-03-31,2099-12-31
PCBL,2022-10-09,2099-12-31
PCJEWELLER,2010-01-01,2022-10-09
PEL,2010-01-01,2022-10-09
PEL,2023-03-31,2099-12-31
PERSISTENT,2010-01-01,2099-12-31
PETRONET,2010-01-01,2099-12-31
PFC,2010-01-01,2099-12-31
PFIZER,2010-01-01,2024-03-28
PFIZER,2024-09-30,2099-12-31
PFS,2010-01-01,2022-10-09
PGEL,2025-06-16,2099-12-31
PGHH,2010-01-01,2025-06-16
PGHH,2025-09-30,2099-12-31
PGHL,2022-10-09,2023-03-31
PHILIPCARB,2010-01-01,2022-10-09
PHOENIXLTD,2010-01-01,2099-12-31
PIDILITIND,2010-01-01,2099-12-31
PIIND,2010-01-01,2099-12-31
PINELABS,2026-05-02,2099-12-31
PIRAMALFIN,2026-05-02,2099-12-31
PNB,2010-01-01,2099-12-31
PNBHOUSING,2010-01-01,2099-12-31
PNCINFRA,2010-01-01,2025-09-30
POLICYBZR,2022-03-31,2099-12-31
POLYCAB,2022-10-09,2099-12-31
POLYMED,2022-10-09,2099-12-31
POLYPLEX,2022-10-09,2024-03-28
POONAWALLA,2021-09-30,2099-12-31
POWERGRID,2010-01-01,2099-12-31
POWERINDIA,2022-10-09,2099-12-31
PPLPHARMA,2024-02-07,2099-12-31
PRAJIND,2010-01-01,2021-03-31
PRAJIND,2021-09-30,2099-12-31
PREMIERENE,2025-06-16,2099-12-31
PRESTIGE,2010-01-01,2099-12-31
PRINCEPIPE,2021-03-31,2025-06-16
PRIVISCL,2022-03-31,2024-02-07
PRSMJOHNSN,2010-01-01,2025-06-16
PTC,2010-01-01,2021-03-31
PTCIL,2024-09-30,2099-12-31
PVR,2010-01-01,2024-02-07
PVRINOX,2024-02-07,2099-12-31
PWL,2026-05-02,2099-12-31
QUESS,2010-01-01,2025-06-16
RADICO,2010-01-01,2099-12-31
RAILTEL,2021-09-30,2099-12-31
RAIN,2019-02-01,2024-03-28
RAINBOW,2024-02-07,2099-12-31
RAJESHEXPO,2010-01-01,2025-06-16
RALLIS,2010-01-01,2024-03-28
RAMCOCEM,2010-01-01,2099-12-31
RATNAMANI,2022-10-09,2025-06-16
RAYMOND,2010-01-01,2021-09-30
RAYMONDLSL,2025-06-16,2025-09-30
RBA,2022-10-09,2024-09-30
RBLBANK,2010-01-01,2099-12-31
RCF,2010-01-01,2026-05-02
RCOM,2010-01-01,2022-10-09
RECLTD,2010-01-01,2099-12-31
REDINGTON,2010-01-01,2099-12-31
RELAXO,2010-01-01,2024-03-28
RELCAPITAL,2010-01-01,2022-10-09
RELIANCE,2010-01-01,2099-12-31
RELINFRA,2010-01-01,2022-10-09
RENUKA,2010-01-01,2025-09-30
REPCOHOME,2010-01-01,2022-10-09
RESPONIND,2021-03-31,2021-09-30
RHFL,2010-01-01,2022-10-09
RHIM,2022-10-09,2099-12-31
RITES,2019-02-01,2099-12-31
RKFORGE,2010-01-01,2022-10-09
RKFORGE,2024-03-28,2099-12-31
RNAM,2010-01-01,2022-10-09
RNAVAL,2010-01-01,2022-10-09
ROSSARI,2021-03-31,2025-06-16
ROUTE,2021-03-31,2026-01-07
RPOWER,2010-01-01,2022-10-09
RPOWER,2025-06-16,2025-08-15
RPOWER,2026-01-07,2099-12-31
RRKABEL,2024-03-28,2099-12-31
RTNINDIA,2022-03-31,2026-01-07
RUPA,2010-01-01,2022-10-09
RUSTOMJEE,2023-03-31,2099-12-31
RVNL,2022-10-09,2099-12-31
SADBHAV,2010-01-01,2022-10-09
SADBHIN,2010-01-01,2022-10-09
SAFARI,2024-02-07,2024-09-30
SAGILITY,2025-06-16,2099-12-31
SAIL,2010-01-01,2099-12-31
SAILIFE,2025-06-16,2099-12-31
SAMMAANCAP,2025-06-16,2099-12-31
SANOFI,2010-01-01,2025-06-16
SAPPHIRE,2022-03-31,2099-12-31
SARDAEN,2025-06-16,2099-12-31
SAREGAMA,2022-03-31,2099-12-31
SBFC,2024-03-28,2099-12-31
SBICARD,2022-10-09,2099-12-31
SBILIFE,2010-01-01,2099-12-31
SBIN,2010-01-01,2099-12-31
SCHAEFFLER,2010-01-01,2099-12-31
SCHNEIDER,2024-03-28,2099-12-31
SCI,2010-01-01,2024-02-07
SCI,2024-09-30,2099-12-31
SFL,2019-02-01,2023-03-31
SHANKARA,2010-01-01,2022-10-09
SHARDACROP,2021-03-31,2022-03-31
SHARDACROP,2022-10-09,2024-03-28
SHILPAMED,2010-01-01,2023-03-31
SHK,2010-01-01,2022-10-09
SHOPERSTOP,2010-01-01,2021-09-30
SHREECEM,2010-01-01,2099-12-31
SHRIRAMCIT,2010-01-01,2022-10-09
SHRIRAMFIN,2024-02-07,2099-12-31
SHYAMMETL,2022-03-31,2099-12-31
SIEMENS,2010-01-01,2099-12-31
SIGNATURE,2024-03-28,2099-12-31
SIS,2010-01-01,2023-03-31
SJVN,2010-01-01,2099-12-31
SKFINDIA,2010-01-01,2026-01-07
SOBHA,2010-01-01,2099-12-31
SOLARINDS,2010-01-01,2099-12-31
SONACOMS,2022-10-09,2099-12-31
SONATSOFTW,2010-01-01,2099-12-31
SOUTHBANK,2010-01-01,2021-03-31
SPANDANA,2021-03-31,2022-03-31
SPARC,2010-01-01,2024-02-07
SPLPETRO,2026-05-02,2099-12-31
SPTL,2010-01-01,2022-10-09
SREINFRA,2010-01-01,2022-10-09
SRF,2010-01-01,2099-12-31
SRTRANSFIN,2010-01-01,2024-02-07
STAR,2010-01-01,2022-10-09
STARCEMENT,2010-01-01,2022-03-31
STARHEALTH,2022-03-31,2099-12-31
STLTECH,2022-10-09,2024-09-30
STRTECH,2010-01-01,2022-10-09
SUDARSCHEM,2010-01-01,2023-03-31
SUMICHEM,2022-10-09,2099-12-31
SUNCLAYLTD,2021-03-31,2021-09-30
SUNDARMFIN,2010-01-01,2099-12-31
SUNDRMFAST,2010-01-01,2026-05-02
SUNPHARMA,2010-01-01,2099-12-31
SUNTECK,2010-01-01,2024-09-30
SUNTV,2010-01-01,2099-12-31
SUPRAJIT,2022-10-09,2024-03-28
SUPREMEIND,2010-01-01,2099-12-31
SUVEN,2010-01-01,2022-10-09
SUVENPHAR,2022-10-09,2025-06-16
SUZLON,2010-01-01,2099-12-31
SWANCORP,2026-01-07,2099-12-31
SWANENERGY,2010-01-01,2021-09-30
SWIGGY,2025-06-16,2099-12-31
SWSOLAR,2022-10-09,2025-09-30
SYMPHONY,2010-01-01,2023-03-31
SYNDIBANK,2010-01-01,2022-10-09
SYNGENE,2010-01-01,2099-12-31
SYRMA,2024-02-07,2099-12-31
TAKE,2010-01-01,2022-10-09
TANLA,2021-03-31,2026-01-07
TARIL,2025-06-16,2099-12-31
TATACAP,2026-05-02,2099-12-31
TATACHEM,2010-01-01,2099-12-31
TATACOFFEE,2010-01-01,2023-03-31
TATACOMM,2022-10-09,2099-12-31
TATACONSUM,2022-10-09,2099-12-31
TATAELXSI,2010-01-01,2099-12-31
TATAGLOBAL,2010-01-01,2022-10-09
TATAINVEST,2010-01-01,2021-09-30
TATAINVEST,2022-03-31,2099-12-31
TATAMOTORS,2010-01-01,2026-01-07
TATAMTRDVR,2010-01-01,2025-06-16
TATAPOWER,2010-01-01,2099-12-31
TATASPONGE,2010-01-01,2022-10-09
TATASTEEL,2010-01-01,2099-12-31
TATASTLLP,2021-09-30,2099-12-31
TATATECH,2024-03-28,2099-12-31
TBOTEK,2024-09-30,2099-12-31
TCI,2022-10-09,2024-02-07
TCIEXP,2022-10-09,2024-02-07
TCNSBRANDS,2022-10-09,2024-02-07
TCS,2010-01-01,2099-12-31
TEAMLEASE,2010-01-01,2024-03-28
TECHM,2010-01-01,2099-12-31
TECHNOE,2024-09-30,2099-12-31
TEGA,2026-05-02,2099-12-31
TEJASNET,2022-10-09,2099-12-31
TENNIND,2026-05-02,2099-12-31
TEXRAIL,2010-01-01,2022-10-09
THELEELA,2025-09-30,2099-12-31
THERMAX,2010-01-01,2099-12-31
THOMASCOOK,2010-01-01,2022-10-09
THYROCARE,2010-01-01,2023-03-31
TIFIN,2010-01-01,2022-10-09
TIINDIA,2010-01-01,2099-12-31
TIMETECHNO,2010-01-01,2022-10-09
TIMKEN,2010-01-01,2099-12-31
TITAGARH,2024-03-28,2099-12-31
TITAN,2010-01-01,2099-12-31
TMB,2023-03-31,2024-09-30
TMCV,2026-05-02,2099-12-31
TMPV,2026-01-07,2099-12-31
TNPL,2010-01-01,2022-10-09
TORNTPHARM,2010-01-01,2099-12-31
TORNTPOWER,2010-01-01,2099-12-31
TRAVELFOOD,2026-05-02,2099-12-31
TRENT,2010-01-01,2099-12-31
TRIDENT,2010-01-01,2099-12-31
TRITURBINE,2021-03-31,2099-12-31
TRIVENI,2022-10-09,2026-05-02
TTKPRESTIG,2010-01-01,2024-03-28
TTML,2021-09-30,2099-12-31
TV18BRDCST,2010-01-01,2024-02-07
TVSMOTOR,2010-01-01,2099-12-31
TVSSCS,2024-03-28,2099-12-31
TVSSRICHAK,2010-01-01,2022-10-09
TVTODAY,2010-01-01,2021-03-31
UBL,2010-01-01,2099-12-31
UCOBANK,2010-01-01,2022-10-09
UCOBANK,2024-02-07,2099-12-31
UFLEX,2010-01-01,2024-02-07
UJJIVAN,2010-01-01,2022-03-31
UJJIVANSFB,2024-02-07,2025-06-16
ULTRACEMCO,2010-01-01,2099-12-31
UNICHEMLAB,2010-01-01,2022-10-09
UNIONBANK,2010-01-01,2099-12-31
UNITDSPR,2025-06-16,2099-12-31
UNOMINDA,2022-10-09,2099-12-31
UPL,2010-01-01,2099-12-31
URBANCO,2026-05-02,2099-12-31
USHAMART,2024-02-07,2099-12-31
UTIAMC,2021-03-31,2099-12-31
VAIBHAVGBL,2022-10-09,2024-09-30
VAKRANGEE,2010-01-01,2022-10-09
VALIANTORG,2021-03-31,2022-03-31
VARROC,2019-02-01,2025-06-16
VBL,2010-01-01,2099-12-31
VEDL,2010-01-01,2099-12-31
VENKEYS,2010-01-01,2022-10-09
VENTIVE,2025-09-30,2099-12-31
VGUARD,2010-01-01,2024-03-28
VIJAYA,2022-03-31,2099-12-31
VIJAYABANK,2010-01-01,2019-02-01
VINATIORGA,2010-01-01,2024-03-28
VINATIORGA,2024-09-30,2099-12-31
VIPIND,2010-01-01,2025-06-16
VMART,2010-01-01,2024-03-28
VMM,2025-06-16,2099-12-31
VOLTAS,2010-01-01,2099-12-31
VRLLOG,2010-01-01,2021-03-31
VTL,2010-01-01,2099-12-31
WAAREEENER,2025-06-16,2099-12-31
WABAG,2010-01-01,2022-10-09
WABCOINDIA,2010-01-01,2022-10-09
WELCORP,2010-01-01,2099-12-31
WELSPUNIND,2010-01-01,2024-02-07
WELSPUNLIV,2024-02-07,2099-12-31
WESTLIFE,2022-10-09,2025-09-30
WHIRLPOOL,2010-01-01,2099-12-31
WIPRO,2010-01-01,2099-12-31
WOCKPHARMA,2010-01-01,2023-03-31
WOCKPHARMA,2025-06-16,2099-12-31
YESBANK,2010-01-01,2099-12-31
ZEEL,2010-01-01,2099-12-31
ZENSARTECH,2010-01-01,2099-12-31
ZENTEC,2025-06-16,2099-12-31
ZFCVINDIA,2022-10-09,2099-12-31
ZOMATO,2022-03-31,2099-12-31
ZYDUSLIFE,2022-10-09,2099-12-31
ZYDUSWELL,2010-01-01,2024-03-28
ZYDUSWELL,2026-05-02,2099-12-31
